ticks,Temperature
0,1.8352563483983686,
1,2.7528845225975527,
2,4.098145745251962,
3,5.544609939031188,
4,6.865897652185923,
5,8.325783879940786,
6,10.005338542457114,
7,11.275635047129981,
8,12.473820166237363,
9,13.793191855927665,
10,15.393563507359184,
11,17.503158337424072,
12,18.953456176377074,
13,20.258809228013526,
14,21.789691366050135,
15,23.20605828493284,
16,24.92496504994886,
17,26.5932707644031,
18,28.306313452564645,
19,29.715577483931597,
20,31.386304094926913,
21,33.2584837134408,
22,35.099556361073844,
23,37.101537708169424,
24,38.311956659966086,
25,39.45274155776154,
26,40.87456239271989,
27,41.63010152046192,
28,41.668692886335336,
29,41.39343908153729,
30,41.01481714371895,
31,40.539882429127516,
32,40.123900230780514,
33,39.79987448492362,
34,39.557529933521984,
35,39.2489170747173,
36,39.02320470889439,
37,38.68720497466871,
38,38.46565065524047,
39,38.30131904321094,
40,38.183450268985865,
41,38.21377330239906,
42,38.300340755526214,
43,38.539990807246255,
44,38.88295938442052,
45,39.018740704797295,
46,39.068779880880676,
47,38.95991333813375,
48,38.7805196780244,
49,38.57478820128629,
50,38.6133658983261,
51,38.78439236173964,
52,39.020958989624035,
53,39.335608628722696,
54,39.76963145190161,
55,40.191934930700164,
56,40.599452995255966,
57,40.803212027533874,
58,40.84261134930479,
59,40.799830815822254,
60,40.64455441829257,
61,40.4062528625814,
62,40.21569614830527,
63,39.986531660378745,
64,39.72021180152176,
65,39.408537031041945,
66,39.07418480475068,
67,38.77312256081646,
68,38.4530023398506,
69,38.30186797142018,
70,38.25307801336271,
71,38.25546026049168,
72,38.372686030739594,
73,38.69907117744058,
74,39.156813238525835,
75,39.582050594224896,
76,39.785743530021946,
77,39.64659496250112,
78,39.43420880589949,
79,39.194129596810235,
80,39.020535539950224,
81,39.040847416150996,
82,39.229518195302774,
83,39.63625455671857,
84,40.08954351489835,
85,40.512554319144755,
86,40.81331714179361,
87,40.94584706901296,
88,40.92285461209689,
89,40.86672967337608,
90,40.82081571991049,
91,40.646121128284044,
92,40.398110475524604,
93,39.99740714551525,
94,39.52035747688099,
95,38.93372870251367,
96,38.64934005738261,
97,38.676734833815864,
98,38.72613519024275,
99,38.39380568635345,
100,38.281195386724185,
101,38.38555359385581,
102,38.88401980005011,
103,39.40995090677673,
104,39.84250555913897,
105,40.121263079688035,
106,40.24279035585743,
107,40.18751934725872,
108,39.972443259855424,
109,39.704241859207535,
110,39.4094778019374,
111,39.27102151535493,
112,39.29105079258929,
113,39.39924859378478,
114,39.62293659338126,
115,39.93114691833607,
116,40.27269266391738,
117,40.6130546357068,
118,40.854641558022124,
119,41.02898947149521,
120,41.08046046002147,
121,40.88305240297035,
122,40.36483849797412,
123,39.71299889516302,
124,39.208564252706,
125,38.804609316583864,
126,38.35271107105087,
127,37.73402929797142,
128,37.47824286374709,
129,37.278943710214364,
130,37.24177432781593,
131,37.27674408893222,
132,37.74051607211869,
133,38.53472381302379,
134,39.30670884968419,
135,39.86229046701316,
136,40.15793275978284,
137,40.502120231324135,
138,40.692065451199994,
139,40.79596380319046,
140,40.62476942787152,
141,40.41421185147605,
142,40.219675642752634,
143,40.220590700969154,
144,40.29245416649798,
145,40.3730146095252,
146,40.59180967209022,
147,40.75476165568813,
148,40.96119803622301,
149,41.117970678805925,
150,41.07139661136136,
151,40.98562938327113,
152,40.85348834870034,
153,40.50179408573275,
154,40.06710043472448,
155,39.76942193074721,
156,39.39743912744439,
157,38.863343785742785,
158,37.953642687107106,
159,37.275648586474965,
160,36.98128024642182,
161,37.23575446876082,
162,37.73787274613816,
163,38.52447640798092,
164,39.48009998821416,
165,40.30601571838093,
166,40.772528035779715,
167,41.08611587295222,
168,41.109023660750005,
169,40.98659142386031,
170,40.889672337205226,
171,40.671623694878825,
172,40.473341953190044,
173,40.31172088797762,
174,40.248761839476536,
175,40.261911025488864,
176,40.30418858670518,
177,40.2896243991032,
178,40.34482249967011,
179,40.47953045458441,
180,40.57366165819928,
181,40.647504486164394,
182,40.755831836567474,
183,40.73858957534851,
184,40.66748825037101,
185,40.31061087398984,
186,39.694810825223385,
187,38.913846472054026,
188,37.91641383589472,
189,36.75719260592496,
190,36.15973050683501,
191,36.42332120660183,
192,37.38521056737408,
193,38.48203144938744,
194,39.610615123811044,
195,40.54086238517816,
196,41.18450085691313,
197,41.577726029201074,
198,41.792190099450266,
199,41.78338748789146,
200,41.62724856721834,
201,41.639592767116184,
202,41.83297282777998,
203,42.079796082368915,
204,42.31628297766027,
205,42.43915427479409,
206,42.539598402724295,
207,42.67215120206852,
208,42.855170450676596,
209,43.03537016495787,
210,43.23967685609907,
211,43.42801411321999,
212,43.544655289865155,
213,43.6510087578772,
214,43.8491986673182,
215,43.76186526124928,
216,43.17356498592593,
217,42.20865867839695,
218,41.134631919811135,
219,39.9870572134865,
220,39.060431474845416,
221,38.48416412720718,
222,38.23371470563666,
223,38.18079037364202,
224,38.2701823008039,
225,38.4921492091759,
226,38.788277472164886,
227,39.10259433059152,
228,39.31786708412938,
229,39.54507940474677,
230,39.804030910422874,
231,40.095706249004465,
232,40.37597944930137,
233,40.62279777855239,
234,40.87869941656647,
235,41.17388913348343,
236,41.50562761594561,
237,41.836851875340514,
238,42.17581713342109,
239,42.51773460548732,
240,42.86914484716791,
241,43.22440146240576,
242,43.580690186341236,
243,43.936612687369966,
244,44.29147847077187,
245,44.64495083306359,
246,44.9968698416517,
247,45.34716382707415,
248,45.6958051314795,
249,46.04278798516795,
250,46.38811744710791,
251,46.73180387738732,
252,47.07386017558104,
253,47.41430040202482,
254,47.75313909049394,
255,48.09039090653778,
256,48.42607047859384,
257,48.76019231544843,
258,49.09277076682632,
259,49.423820005502186,
260,49.75335402013108,
261,50.08138661339954,
262,50.407931402796756,
263,50.73300182265764,
264,51.056611126805194,
265,51.37877239145668,
266,51.6994985182255,
267,52.01880223713823,
268,52.33669610962386,
269,52.65319253145957,
270,52.968303735659646,
271,53.28204179530943,
272,53.594418626336704,
273,53.90544599022846,
274,54.21513549668646,
275,54.52349860622788,
276,54.83054663273082,
277,55.13629074592503,
278,55.44074197383064,
279,55.74391120514448,
280,56.045809191578776,
281,56.34644655014787,
282,56.64583376540954,
283,56.94398119165938,
284,57.24089905507981,
285,57.536597455844905,
286,57.83108637018235,
287,58.12437565239325,
288,58.41647503683079,
289,58.70739413983979,
290,58.99714246165561,
291,59.285729388266944,
292,59.573164193239535,
293,59.85945603950538,
294,60.14461398111496,
295,60.42864696495565,
296,60.711563832436944,
297,60.99337332114122,
298,61.27408406644375,
299,61.553704603100044,
300,61.83224336680385,
301,62.109708695713834,
302,62.3861088319512,
303,62.661451923069976,
304,62.935746023497245,
305,63.208999095947476,
306,63.48121901280976,
307,63.7524135575088,
308,64.0225904258401,
309,64.29175722728107,
310,64.55992148627683,
311,64.82709064350252,
312,65.09327205710196,
313,65.35847300390435,
314,65.62270068061746,
315,65.88596220500013,
316,66.14826461701229,
317,66.40961487994521,
318,66.67001988153032,
319,66.9294864350291,
320,67.18802128030234,
321,67.44563108486078,
322,67.70232244489728,
323,67.9581018863,
324,68.21297586564822,
325,68.46695077119033,
326,68.72003292380465,
327,68.97222857794343,
328,69.22354392256055,
329,69.4739850820226,
330,69.72355811700483,
331,69.97226902537093,
332,70.22012374303834,
333,70.46712814482842,
334,70.71328804530148,
335,70.95860919957903,
336,71.20309730415055,
337,71.44675799766722,
338,71.68959686172288,
339,71.93161942162085,
340,72.17283114712849,
341,72.41323745321843,
342,72.65284370079918,
343,72.89165519743176,
344,73.12967719803457,
345,73.3669149055788,
346,73.6033734717699,
347,73.8390579977187,
348,74.0739735346029,
349,74.30812508431498,
350,74.54151760010312,
351,74.77415598719877,
352,75.00604510343544,
353,75.23718975985791,
354,75.46759472132086,
355,75.69726470707793,
356,75.9262043913625,
357,76.15441840395805,
358,76.38191133076018,
359,76.60868771432926,
360,76.83475205443519,
361,77.06010880859287,
362,77.28476239258988,
363,77.5087171810053,
364,77.7319775077212,
365,77.9545476664259,
366,78.17643191110915,
367,78.39763445655035,
368,78.61815947879913,
369,78.83801111564766,
370,79.05719346709733,
371,79.27571059581769,
372,79.4935665275971,
373,79.71076525178914,
374,79.92731072175054,
375,80.14320685527235,
376,80.35845753500622,
377,80.57306660888278,
378,80.78703789052489,
379,81.00037515965334,
380,81.21308216248885,
381,81.42516261214577,
382,81.63662018902136,
383,81.84745854117912,
384,82.05768128472663,
385,82.26729200418687,
386,82.47629425286624,
387,82.6846915532147,
388,82.89248739718317,
389,83.09968524657356,
390,83.30628853338602,
391,83.5123006601589,
392,83.71772500030565,
393,83.92256489844627,
394,84.12682367073356,
395,84.33050460517632,
396,84.533610961956,
397,84.7361459737395,
398,84.93811284598983,
399,85.13951475726752,
400,85.34035485953413,
401,85.44077491066722,
402,85.49098493623391,
403,85.5160899490173,
404,85.5286424554088,
405,85.53491870860462,
406,85.53805683520262,
407,85.53962589850155,
408,85.54041043015123,
409,85.54080269597578,
410,85.54099882888815,
411,85.54109689534445,
412,85.54114592857255,
413,85.54117044518651,
414,85.54118270349358,
415,85.54118883264697,
416,85.54119189722395,
417,85.54119342951208,
418,85.54119419565633,
419,85.54119457872844,
420,85.54119477026453,
421,85.54119486603265,
422,85.54119491391656,
423,85.54119493785852,
424,85.54119494982955,
425,85.54119495581504,
426,85.54119495880794,
427,85.54119496030427,
428,85.54119496105245,
429,85.54119496142653,
430,85.54119496161363,
431,85.54119496170698,
432,85.54119496175373,
433,85.54119496177722,
434,85.54119496178895,
435,85.54119496179477,
436,85.54119496179766,
437,85.54119496179905,
438,85.54119496179977,
439,85.54119496180022,
440,85.54119496180033,
441,85.5411949618004,
442,85.54119496180044,
443,85.54119496180046,
444,85.54119496180047,
445,85.54119496180047,
446,85.54119496180047,
447,85.54119496180049,
448,85.54119496180049,
449,85.54119496180049,
450,85.54119496180049,
451,85.54119496180049,
452,85.54119496180049,
453,85.54119496180049,
454,85.54119496180049,
455,85.54119496180049,
456,85.54119496180049,
457,85.54119496180049,
458,85.54119496180049,
459,85.54119496180049,
460,85.54119496180049,
461,85.54119496180049,
462,85.54119496180049,
463,85.54119496180049,
464,85.54119496180049,
465,85.54119496180049,
466,85.54119496180049,
467,85.54119496180049,
468,85.54119496180049,
469,85.54119496180049,
470,85.54119496180049,
471,85.54119496180049,
472,85.54119496180049,
473,85.54119496180049,
474,85.54119496180049,
475,85.54119496180049,
476,85.54119496180049,
477,85.54119496180049,
478,85.54119496180049,
479,85.54119496180049,
480,85.54119496180049,
481,85.54119496180049,
482,85.54119496180049,
483,85.54119496180049,
484,85.54119496180049,
485,85.54119496180049,
486,85.54119496180049,
487,85.54119496180049,
488,85.54119496180049,
489,85.54119496180049,
490,85.54119496180049,
491,85.54119496180049,
492,85.54119496180049,
493,85.54119496180049,
494,85.54119496180049,
495,85.54119496180049,
496,85.54119496180049,
497,85.54119496180049,
498,85.54119496180049,
499,85.54119496180049,
500,85.54119496180049,
501,85.54119496180049,
502,85.54119496180049,
503,85.54119496180049,
504,85.54119496180049,
505,85.54119496180049,
506,85.54119496180049,
507,85.54119496180049,
508,85.54119496180049,
509,85.54119496180049,
510,85.54119496180049,
511,85.54119496180049,
512,85.54119496180049,
513,85.54119496180049,
514,85.54119496180049,
515,85.54119496180049,
516,85.54119496180049,
517,85.54119496180049,
518,85.54119496180049,
519,85.54119496180049,
520,85.54119496180049,
521,85.54119496180049,
522,85.54119496180049,
523,85.54119496180049,
524,85.54119496180049,
525,85.54119496180049,
526,85.54119496180049,
527,85.54119496180049,
528,85.54119496180049,
529,85.54119496180049,
530,85.54119496180049,
