1.9322964587183202,
3.2916943594771806,
5.212442910855752,
6.566066857944736,
8.67800865312828,
10.847338747999213,
12.652113321314161,
15.056020246530593,
17.04447305193821,
18.365559309121803,
19.873902367313033,
21.675043276767873,
23.949442966334317,
25.93444274071695,
27.647052153787758,
28.569746677243103,
29.031093938970763,
30.109567499434025,
31.62429461298509,
32.84129765808025,
34.169908706507286,
35.288764488920556,
37.027941394326305,
38.21930047138904,
40.12750865795938,
40.9437438872848,
41.484641135787385,
41.62231012619878,
41.226415902964995,
40.82929934058833,
40.09962252404054,
39.73478411576663,
39.485975094709744,
39.02962149958165,
38.93422433585749,
38.820135937075456,
38.29836301924494,
38.03747656032968,
38.37176204931155,
39.26919277992172,
40.18263686366632,
40.639358905538614,
41.00049956031463,
40.915510620022914,
40.4082874314375,
39.95550638638505,
39.463556596179096,
38.88563261647649,
38.6630604435451,
38.684553990919255,
38.76169058152627,
39.198597778349374,
39.74900046136057,
40.42254070438572,
41.02487009357806,
41.392424605094114,
41.44342222701232,
41.20336177029164,
41.3488908096111,
41.28887569543093,
41.12608850450101,
41.04469490903602,
41.003998111303545,
40.186971909398146,
38.78261155464647,
37.54931284191121,
36.86627366862365,
37.85255042037847,
38.74402769777547,
39.720884871833384,
40.34209309270222,
40.65269720313665,
40.80799925835386,
40.68648083520269,
40.22738272210747,
39.5994947640403,
39.2191609680868,
38.69704498551039,
38.30320736038234,
37.9071190970585,
37.97463423307634,
38.473120519524734,
39.25348219810837,
40.10839175583971,
40.53584653470542,
40.68318410721828,
41.15519179499432,
41.65675490656206,
41.907536462345924,
42.032927240237875,
42.0292328122639,
42.027385598276936,
40.76505546980476,
39.66916168712918,
39.05482497887144,
38.41570754014292,
38.228928454618504,
38.26831854569619,
38.487183041994804,
38.729394923983975,
39.11606013265827,
39.24300292007551,
39.5056437645439,
39.836133637537884,
39.802209123275105,
39.519687598464,
39.3120370191385,
38.94265246179604,
38.16045183084545,
37.70296169845018,
37.60699626609246,
37.82457281759328,
38.398089811783215,
39.547915928837305,
40.78672715656359,
41.406132770426765,
41.71583557735835,
41.804297163904195,
41.71574832333727,
41.405914635374096,
41.383777425232346,
41.372708820161506,
41.23439488378621,
41.09884809867862,
40.765515438445114,
40.39967965756856,
39.95120249945058,
39.527794469631786,
39.05053118704269,
38.94467917958799,
39.489261528140005,
39.76155270241603,
39.76491865571418,
39.5010423646835,
39.30271440224826,
39.66827913947016,
39.651892057321305,
39.17896979780737,
38.47777994961088,
37.861625757832925,
37.95188756346351,
38.39535736779842,
39.41377007300501,
40.321315327127905,
40.974257404949114,
41.30072844385973,
41.53035378023498,
41.57877663150268,
41.60298805713652,
41.61509376995344,
41.82031607712169,
41.922927230705824,
42.107012441337744,
41.999885595893886,
41.81354253933213,
41.12286265877186,
40.51196345081203,
39.87456476223246,
39.6222552348626,
39.82804955577731,
39.26704854703539,
38.654598958064724,
38.149204712819646,
38.09567704095688,
37.93613357118566,
37.78997201938009,
37.51772179271754,
37.24881704554638,
37.18075448888072,
37.744231562827316,
38.756258085919804,
39.395050981305914,
40.4447354151182,
40.90318781510442,
41.19880383201746,
41.346611840474,
41.42051584470222,
41.39107802989642,
41.30996930557362,
41.26941494341219,
41.315527579251395,
41.471363531010866,
41.54928150689063,
41.52185067791056,
41.04340654498101,
40.80418447851625,
40.81735307912371,
40.82393737942741,
40.29611099421989,
39.56746908317658,
39.20314812765494,
38.821818199134306,
39.16227177023344,
39.00054947118337,
37.9902308847793,
37.08673269005768,
36.4358141419371,
36.043965050956864,
36.312769223906265,
37.24384911342011,
39.03718539657565,
40.26580262275306,
41.14567050352151,
41.71838407774558,
42.004740864857645,
42.081529441493686,
41.987144095971885,
42.00634124013093,
42.015939812210455,
42.08712891517011,
42.189113283569895,
42.17371565084987,
42.16601683448984,
42.162167426309814,
42.16024272221982,
41.96011091941503,
41.59448575033291,
40.880554630432385,
40.12525016896257,
39.48203867054792,
39.02765328750074,
