ticks,BlackDaisy,WhiteDaisy
188,900,0,
189,900,0,
190,900,0,
191,900,0,
192,900,0,
193,899,0,
194,899,0,
195,899,0,
196,900,0,
197,898,0,
198,900,0,
199,899,0,
200,900,0,
201,899,0,
202,899,0,
203,900,0,
204,900,0,
205,900,0,
206,900,0,
207,900,0,
208,900,0,
209,900,0,
210,900,0,
211,900,0,
212,900,0,
213,900,0,
214,900,0,
215,900,0,
216,900,0,
217,900,0,
218,900,0,
219,899,0,
220,899,0,
221,900,0,
222,900,0,
223,899,0,
224,900,0,
225,899,0,
226,900,0,
227,898,0,
228,899,0,
229,900,0,
230,900,0,
231,900,0,
232,900,0,
233,900,0,
234,900,0,
235,900,0,
236,900,0,
237,900,0,
238,900,0,
239,900,0,
240,900,0,
241,900,0,
242,900,0,
243,900,0,
244,900,0,
245,899,0,
246,899,0,
247,900,0,
248,900,0,
249,899,0,
250,900,0,
251,899,0,
252,900,0,
253,899,0,
254,899,0,
255,900,0,
256,900,0,
257,900,0,
258,900,0,
259,900,0,
260,900,0,
261,900,0,
262,900,0,
263,900,0,
264,900,0,
265,900,0,
266,900,0,
267,900,0,
268,900,0,
269,900,0,
270,900,0,
271,899,0,
272,899,0,
273,900,0,
274,900,0,
275,898,0,
276,900,0,
277,899,0,
278,900,0,
279,897,0,
280,899,0,
281,900,0,
282,900,0,
283,900,0,
284,900,0,
285,900,0,
286,900,0,
287,900,0,
288,900,0,
289,900,0,
290,900,0,
291,900,0,
292,900,0,
293,900,0,
294,900,0,
295,900,0,
296,900,0,
297,899,0,
298,899,0,
299,899,0,
300,900,0,
301,899,0,
302,900,0,
303,899,0,
304,900,0,
305,898,0,
306,899,0,
307,900,0,
308,900,0,
309,900,0,
310,900,0,
311,900,0,
312,900,0,
313,900,0,
314,900,0,
315,900,0,
316,900,0,
317,900,0,
318,900,0,
319,900,0,
320,900,0,
321,900,0,
322,900,0,
323,899,0,
324,899,0,
325,900,0,
326,900,0,
327,898,0,
328,900,0,
329,900,0,
330,899,0,
331,900,0,
332,899,0,
333,900,0,
334,900,0,
335,900,0,
336,900,0,
337,900,0,
338,900,0,
339,900,0,
340,900,0,
341,900,0,
342,900,0,
343,900,0,
344,900,0,
345,900,0,
346,900,0,
347,900,0,
348,900,0,
349,899,0,
350,898,0,
351,900,0,
352,900,0,
353,899,0,
354,900,0,
355,900,0,
356,899,0,
357,899,0,
358,899,0,
359,900,0,
360,900,0,
361,900,0,
362,900,0,
363,900,0,
364,900,0,
365,900,0,
366,900,0,
367,900,0,
368,900,0,
369,900,0,
370,900,0,
371,900,0,
372,900,0,
373,900,0,
374,900,0,
375,899,0,
376,899,0,
377,899,0,
378,900,0,
379,898,0,
380,900,0,
381,899,0,
382,900,0,
383,899,0,
384,899,0,
385,900,0,
386,900,0,
387,900,0,
388,900,0,
389,900,0,
390,900,0,
391,900,0,
392,900,0,
393,900,0,
394,900,0,
395,900,0,
396,900,0,
397,900,0,
398,900,0,
399,900,0,
400,900,0,
401,899,0,
402,898,0,
403,899,0,
404,900,0,
405,899,0,
406,900,0,
407,899,0,
408,899,0,
409,899,0,
410,899,0,
411,900,0,
412,900,0,
413,900,0,
414,900,0,
415,900,0,
416,900,0,
417,900,0,
418,900,0,
419,900,0,
420,900,0,
421,900,0,
422,900,0,
423,900,0,
424,900,0,
425,900,0,
426,900,0,
427,899,0,
428,899,0,
429,899,0,
430,900,0,
431,898,0,
432,900,0,
433,899,0,
434,900,0,
435,900,0,
436,899,0,
437,900,0,
438,900,0,
439,900,0,
440,900,0,
441,900,0,
442,900,0,
443,900,0,
444,900,0,
445,900,0,
446,900,0,
447,900,0,
448,900,0,
449,900,0,
450,900,0,
451,900,0,
452,900,0,
453,899,0,
454,898,0,
455,899,0,
456,900,0,
457,899,0,
458,900,0,
459,899,0,
460,899,0,
461,898,0,
462,899,0,
463,900,0,
464,900,0,
465,900,0,
466,900,0,
467,900,0,
468,900,0,
469,900,0,
470,900,0,
471,900,0,
472,900,0,
473,900,0,
474,900,0,
475,900,0,
476,900,0,
477,900,0,
478,900,0,
479,899,0,
480,899,0,
481,899,0,
482,900,0,
483,899,0,
484,900,0,
485,900,0,
486,899,0,
487,899,0,
488,899,0,
489,900,0,
490,900,0,
491,900,0,
492,900,0,
493,900,0,
494,900,0,
495,900,0,
496,900,0,
497,900,0,
498,900,0,
499,900,0,
